,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.14814814814814814,0.14074074074074075,0.14074074074074075,0.15555555555555556,0.0,0.13333333333333333,0.14074074074074075,0.14074074074074075
caudalanteriorcingulate-rh,0.15441176470588236,0.14705882352941177,0.1323529411764706,0.14705882352941177,0.0,0.125,0.14705882352941177,0.14705882352941177
isthmuscingulate-rh,0.13934426229508196,0.13114754098360656,0.1557377049180328,0.14754098360655737,0.0,0.16393442622950818,0.13114754098360656,0.13114754098360656
lateraloccipital-rh,0.14393939393939395,0.13636363636363635,0.15151515151515152,0.15151515151515152,0.0,0.14393939393939395,0.13636363636363635,0.13636363636363635
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pericalcarine-lh,0.1391304347826087,0.13043478260869565,0.1565217391304348,0.14782608695652175,0.0,0.16521739130434782,0.13043478260869565,0.13043478260869565
rostralanteriorcingulate-lh,0.15441176470588236,0.14705882352941177,0.1323529411764706,0.14705882352941177,0.0,0.125,0.14705882352941177,0.14705882352941177
rostralanteriorcingulate-rh,0.15441176470588236,0.14705882352941177,0.1323529411764706,0.14705882352941177,0.0,0.125,0.14705882352941177,0.14705882352941177
