,entorhinal-lh,inferiortemporal-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh
entorhinal-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.49411764705882355,0.0,0.023529411764705882,0.0,0.4823529411764706,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.40869565217391307,0.0,0.26956521739130435,0.0,0.3217391304347826,0.0
medialorbitofrontal-lh,0.0,0.05333333333333334,0.0,0.52,0.0,0.08,0.0,0.3466666666666667
medialorbitofrontal-rh,0.0,0.0,0.29411764705882354,0.0,0.3697478991596639,0.0,0.33613445378151263,0.0
parahippocampal-rh,0.0,0.4731182795698925,0.0,0.043010752688172046,0.0,0.4731182795698925,0.0,0.010752688172043012
parsorbitalis-rh,0.0,0.0,0.3445378151260504,0.0,0.3025210084033613,0.0,0.35294117647058826,0.0
rostralanteriorcingulate-lh,0.0,0.018518518518518517,0.0,0.48148148148148145,0.0,0.05555555555555555,0.0,0.4444444444444444
