,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralmiddlefrontal-lh,temporalpole-lh
frontalpole-lh,0.29850746268656714,0.0,0.208955223880597,0.2736318407960199,0.0,0.0,0.21890547263681592,0.0
frontalpole-rh,0.0,0.7888888888888889,0.0,0.0,0.12222222222222222,0.08888888888888889,0.0,0.0
lateraloccipital-rh,0.19289340101522842,0.0,0.3197969543147208,0.16751269035532995,0.0,0.0,0.3197969543147208,0.0
medialorbitofrontal-lh,0.30412371134020616,0.0,0.19072164948453607,0.30412371134020616,0.0,0.0,0.20103092783505155,0.0
medialorbitofrontal-rh,0.0,0.15,0.0,0.0,0.85,0.0,0.0,0.0
parahippocampal-rh,0.0,0.10416666666666667,0.0,0.0,0.0,0.8958333333333334,0.0,0.0
rostralmiddlefrontal-lh,0.19607843137254902,0.0,0.3137254901960784,0.1715686274509804,0.0,0.0,0.31862745098039214,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
