,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,middletemporal-lh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.8219895287958116,0.12041884816753927,0.0,0.0,0.0,0.05759162303664921,0.0,0.0
frontalpole-rh,0.06440677966101695,0.6372881355932203,0.0,0.0,0.0,0.09830508474576272,0.15254237288135594,0.04745762711864407
lateralorbitofrontal-rh,0.0,0.0,0.7717842323651453,0.0,0.0,0.18672199170124482,0.0,0.04149377593360996
middletemporal-lh,0.0,0.0,0.0,0.7184873949579832,0.2605042016806723,0.0,0.02100840336134454,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.3163265306122449,0.6836734693877551,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.040880503144654086,0.09748427672955975,0.1289308176100629,0.0,0.0,0.5,0.13836477987421383,0.09433962264150944
temporalpole-lh,0.0,0.14733542319749215,0.0,0.02821316614420063,0.0,0.13166144200626959,0.6363636363636364,0.05642633228840126
temporalpole-rh,0.0,0.06511627906976744,0.037209302325581395,0.0,0.0,0.13953488372093023,0.08372093023255814,0.6744186046511628
