,cuneus-rh,entorhinal-lh,insula-rh,parsopercularis-lh,pericalcarine-lh,posteriorcingulate-lh,temporalpole-lh,transversetemporal-rh
cuneus-rh,0.6705882352941176,0.03529411764705882,0.29411764705882354,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.05,0.83,0.09,0.0,0.0,0.0,0.0,0.03
insula-rh,0.30337078651685395,0.07865168539325842,0.6179775280898876,0.0,0.0,0.0,0.0,0.0
parsopercularis-lh,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.043478260869565216,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.6224489795918368,0.0,0.09183673469387756,0.2857142857142857
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.07079646017699115,0.11504424778761062,0.0,0.6814159292035398,0.13274336283185842
transversetemporal-rh,0.0,0.008264462809917356,0.0,0.0,0.2644628099173554,0.0,0.12396694214876033,0.6033057851239669
