,FT9,FC2,AF7,AF3,AFz,P1,POz,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AF7,0.0,0.0,0.7246376811594203,0.0,0.2753623188405797,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.5681818181818182,0.0,0.0,0.0,0.4318181818181818
AFz,0.0,0.0,0.504424778761062,0.0,0.49557522123893805,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.0,0.41237113402061853,0.0,0.0,0.0,0.5876288659793815
