,FT9,FC2,AF7,AF3,AFz,P1,POz,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.22149837133550487,0.1791530944625407,0.0,0.2247557003257329,0.1498371335504886,0.2247557003257329
AF3,0.0,0.0,0.18811881188118812,0.2739273927392739,0.0,0.19141914191419143,0.15181518151815182,0.19471947194719472
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.17164179104477612,0.13930348258706468,0.0,0.39800995024875624,0.11442786069651742,0.17661691542288557
POz,0.0,0.0,0.20087336244541484,0.20087336244541484,0.0,0.20087336244541484,0.1965065502183406,0.20087336244541484
AF8,0.0,0.0,0.19714285714285715,0.16285714285714287,0.0,0.20857142857142857,0.13142857142857142,0.3
