,bankssts-rh,cuneus-rh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,0.30120481927710846,0.0,0.1686746987951807,0.0,0.3132530120481928,0.0963855421686747,0.12048192771084337
insula-rh,0.0,0.0,0.7083333333333334,0.0,0.2916666666666667,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.11392405063291139,0.0,0.31645569620253167,0.0,0.12658227848101267,0.27848101265822783,0.16455696202531644
lateraloccipital-rh,0.0,0.0,0.5111111111111111,0.0,0.4888888888888889,0.0,0.0,0.0
parahippocampal-rh,0.0,0.21929824561403508,0.0,0.14035087719298245,0.0,0.4298245614035088,0.08771929824561403,0.12280701754385964
pericalcarine-lh,0.0,0.08053691275167785,0.0,0.3221476510067114,0.0,0.09395973154362416,0.33557046979865773,0.16778523489932887
pericalcarine-rh,0.0,0.1,0.0,0.24,0.0,0.16,0.23,0.27
