,entorhinal-lh,fusiform-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,lingual-rh,parahippocampal-rh,parsorbitalis-rh
entorhinal-lh,0.3484848484848485,0.07575757575757576,0.0,0.0,0.12121212121212122,0.18181818181818182,0.2727272727272727,0.0
fusiform-lh,0.175,0.225,0.1,0.0,0.225,0.25,0.025,0.0
isthmuscingulate-lh,0.03076923076923077,0.09230769230769231,0.35384615384615387,0.06153846153846154,0.26153846153846155,0.2,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.23333333333333334,0.7333333333333333,0.03333333333333333,0.0,0.0,0.0
lingual-lh,0.14285714285714285,0.10714285714285714,0.15476190476190477,0.0,0.27380952380952384,0.27380952380952384,0.047619047619047616,0.0
lingual-rh,0.1927710843373494,0.0963855421686747,0.10843373493975904,0.0,0.2289156626506024,0.27710843373493976,0.0963855421686747,0.0
parahippocampal-rh,0.375,0.0,0.0,0.0,0.025,0.1,0.5,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
