,entorhinal-lh,fusiform-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,lingual-rh,parahippocampal-rh,parsorbitalis-rh
entorhinal-lh,0.3103448275862069,0.1724137931034483,0.0,0.0,0.1724137931034483,0.20689655172413793,0.13793103448275862,0.0
fusiform-lh,0.175,0.225,0.1,0.0,0.225,0.25,0.025,0.0
isthmuscingulate-lh,0.07142857142857142,0.21428571428571427,0.32142857142857145,0.0,0.21428571428571427,0.17857142857142858,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0
lingual-lh,0.175,0.225,0.1,0.0,0.225,0.25,0.025,0.0
lingual-rh,0.21052631578947367,0.21052631578947367,0.07894736842105263,0.0,0.21052631578947367,0.23684210526315788,0.05263157894736842,0.0
parahippocampal-rh,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
