,cuneus-lh,frontalpole-rh,inferiorparietal-lh,lateraloccipital-rh,lateralorbitofrontal-rh,precuneus-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.21428571428571427,0.14285714285714285,0.19047619047619047,0.0,0.16666666666666666,0.0,0.14285714285714285,0.14285714285714285
frontalpole-rh,0.17391304347826086,0.17391304347826086,0.10869565217391304,0.0,0.1956521739130435,0.0,0.17391304347826086,0.17391304347826086
inferiorparietal-lh,0.21428571428571427,0.10714285714285714,0.32142857142857145,0.0,0.14285714285714285,0.0,0.10714285714285714,0.10714285714285714
lateraloccipital-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.20454545454545456,0.1590909090909091,0.13636363636363635,0.0,0.18181818181818182,0.0,0.1590909090909091,0.1590909090909091
precuneus-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.17391304347826086,0.17391304347826086,0.10869565217391304,0.0,0.1956521739130435,0.0,0.17391304347826086,0.17391304347826086
rostralanteriorcingulate-rh,0.19047619047619047,0.16666666666666666,0.11904761904761904,0.0,0.19047619047619047,0.0,0.16666666666666666,0.16666666666666666
