,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,parstriangularis-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh,transversetemporal-rh
bankssts-rh,0.4090909090909091,0.13636363636363635,0.13636363636363635,0.0,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.0
caudalanteriorcingulate-lh,0.13157894736842105,0.18421052631578946,0.18421052631578946,0.0,0.13157894736842105,0.18421052631578946,0.18421052631578946,0.0
caudalanteriorcingulate-rh,0.11627906976744186,0.18604651162790697,0.18604651162790697,0.0,0.13953488372093023,0.18604651162790697,0.18604651162790697,0.0
parstriangularis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pericalcarine-lh,0.0625,0.14583333333333334,0.16666666666666666,0.0,0.2916666666666667,0.16666666666666666,0.14583333333333334,0.020833333333333332
rostralanteriorcingulate-lh,0.11627906976744186,0.18604651162790697,0.18604651162790697,0.0,0.13953488372093023,0.18604651162790697,0.18604651162790697,0.0
rostralmiddlefrontal-lh,0.13157894736842105,0.18421052631578946,0.18421052631578946,0.0,0.13157894736842105,0.18421052631578946,0.18421052631578946,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75
