,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.14886164623467601,0.1295971978984238,0.1190893169877408,0.1295971978984238,0.07705779334500876,0.14010507880910683,0.12784588441331,0.12784588441331
frontalpole-rh,0.122,0.146,0.11,0.142,0.062,0.15,0.144,0.124
insula-rh,0.13109243697478992,0.11932773109243698,0.13445378151260504,0.12941176470588237,0.08739495798319327,0.12436974789915967,0.13445378151260504,0.13949579831932774
lateralorbitofrontal-rh,0.11948529411764706,0.13970588235294118,0.10661764705882353,0.1488970588235294,0.0625,0.15441176470588236,0.14705882352941177,0.1213235294117647
parahippocampal-rh,0.13100436681222707,0.10262008733624454,0.14847161572052403,0.1091703056768559,0.16593886462882096,0.10262008733624454,0.1091703056768559,0.13100436681222707
rostralanteriorcingulate-lh,0.13636363636363635,0.13825757575757575,0.10416666666666667,0.13825757575757575,0.058712121212121215,0.16666666666666666,0.14015151515151514,0.11742424242424243
temporalpole-rh,0.11956521739130435,0.13405797101449277,0.10869565217391304,0.14855072463768115,0.06159420289855073,0.14855072463768115,0.15217391304347827,0.12681159420289856
transversetemporal-rh,0.11872909698996656,0.1254180602006689,0.12040133779264214,0.14381270903010032,0.07357859531772576,0.13043478260869565,0.1505016722408027,0.13712374581939799
