,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh
frontalpole-rh,0.6623376623376623,0.0,0.07792207792207792,0.0,0.1038961038961039,0.0,0.012987012987012988,0.14285714285714285
isthmuscingulate-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.09615384615384616,0.0,0.4807692307692308,0.038461538461538464,0.22115384615384615,0.057692307692307696,0.038461538461538464,0.0673076923076923
medialorbitofrontal-lh,0.0,0.0,0.11940298507462686,0.4626865671641791,0.14925373134328357,0.0,0.208955223880597,0.05970149253731343
medialorbitofrontal-rh,0.12244897959183673,0.0,0.25510204081632654,0.061224489795918366,0.336734693877551,0.0,0.061224489795918366,0.16326530612244897
parahippocampal-rh,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.13043478260869565,0.17391304347826086,0.14492753623188406,0.0,0.5507246376811594,0.0
rostralanteriorcingulate-lh,0.09859154929577464,0.0,0.04225352112676056,0.056338028169014086,0.14084507042253522,0.0,0.0,0.6619718309859155
