,fusiform-rh,inferiortemporal-rh,insula-rh,lateralorbitofrontal-rh,middletemporal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
fusiform-rh,0.14130434782608695,0.16304347826086957,0.14130434782608695,0.11956521739130435,0.0,0.15217391304347827,0.15217391304347827,0.13043478260869565
inferiortemporal-rh,0.12,0.15,0.16,0.14,0.0,0.15,0.13,0.15
insula-rh,0.0989010989010989,0.13186813186813187,0.17582417582417584,0.1978021978021978,0.0,0.13186813186813187,0.10989010989010989,0.15384615384615385
lateralorbitofrontal-rh,0.09090909090909091,0.12987012987012986,0.18181818181818182,0.2077922077922078,0.0,0.12987012987012986,0.1038961038961039,0.15584415584415584
middletemporal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.11458333333333333,0.14583333333333334,0.16666666666666666,0.14583333333333334,0.0,0.14583333333333334,0.125,0.15625
temporalpole-rh,0.1276595744680851,0.1595744680851064,0.14893617021276595,0.1276595744680851,0.0,0.1595744680851064,0.13829787234042554,0.13829787234042554
transversetemporal-rh,0.0975609756097561,0.13414634146341464,0.18292682926829268,0.18292682926829268,0.0,0.13414634146341464,0.10975609756097561,0.15853658536585366
