,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.1322314049586777,0.14049586776859505,0.11570247933884298,0.14049586776859505,0.049586776859504134,0.14049586776859505,0.1322314049586777,0.1487603305785124
frontalpole-rh,0.11570247933884298,0.1487603305785124,0.09917355371900827,0.1487603305785124,0.03305785123966942,0.15702479338842976,0.1652892561983471,0.1322314049586777
insula-rh,0.14912280701754385,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.06140350877192982,0.13157894736842105,0.12280701754385964,0.14035087719298245
lateralorbitofrontal-rh,0.11570247933884298,0.1487603305785124,0.09917355371900827,0.1487603305785124,0.03305785123966942,0.15702479338842976,0.1652892561983471,0.1322314049586777
parahippocampal-rh,0.13846153846153847,0.1076923076923077,0.15384615384615385,0.1076923076923077,0.16923076923076924,0.1076923076923077,0.09230769230769231,0.12307692307692308
rostralanteriorcingulate-lh,0.11570247933884298,0.1487603305785124,0.09917355371900827,0.1487603305785124,0.03305785123966942,0.15702479338842976,0.1652892561983471,0.1322314049586777
temporalpole-rh,0.11428571428571428,0.1523809523809524,0.09523809523809523,0.1523809523809524,0.01904761904761905,0.1619047619047619,0.17142857142857143,0.13333333333333333
transversetemporal-rh,0.12,0.152,0.104,0.152,0.04,0.152,0.144,0.136
