,bankssts-lh,inferiortemporal-lh,lateraloccipital-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,superiortemporal-lh,transversetemporal-lh
bankssts-lh,0.26878612716763006,0.028901734104046242,0.028901734104046242,0.11560693641618497,0.18786127167630057,0.049132947976878616,0.1676300578034682,0.1531791907514451
inferiortemporal-lh,0.046511627906976744,0.4790697674418605,0.14418604651162792,0.09767441860465116,0.004651162790697674,0.12558139534883722,0.04186046511627907,0.06046511627906977
lateraloccipital-lh,0.08,0.09333333333333334,0.40444444444444444,0.08,0.14666666666666667,0.04888888888888889,0.08888888888888889,0.057777777777777775
lingual-lh,0.09866666666666667,0.04533333333333334,0.048,0.26666666666666666,0.144,0.15466666666666667,0.10133333333333333,0.14133333333333334
middletemporal-lh,0.17759562841530055,0.0,0.06557377049180328,0.1448087431693989,0.24863387978142076,0.06830601092896176,0.15300546448087432,0.14207650273224043
parahippocampal-lh,0.052845528455284556,0.13821138211382114,0.028455284552845527,0.21138211382113822,0.0975609756097561,0.3089430894308943,0.08130081300813008,0.08130081300813008
superiortemporal-lh,0.18155619596541786,0.023054755043227664,0.04610951008645533,0.1037463976945245,0.1642651296829971,0.07492795389048991,0.2622478386167147,0.1440922190201729
transversetemporal-lh,0.12538226299694188,0.04281345565749235,0.039755351681957186,0.1437308868501529,0.12844036697247707,0.09785932721712538,0.13761467889908258,0.28440366972477066
