,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.4246575342465753,0.0,0.0273972602739726,0.3698630136986301,0.1643835616438356,0.0,0.0,0.0136986301369863
parsopercularis-lh,0.0,0.7567567567567568,0.02702702702702703,0.0,0.0,0.10810810810810811,0.10810810810810811,0.0
parstriangularis-rh,0.0,0.05555555555555555,0.6296296296296297,0.0,0.0,0.05555555555555555,0.1111111111111111,0.14814814814814814
postcentral-rh,0.391304347826087,0.0,0.028985507246376812,0.391304347826087,0.17391304347826086,0.0,0.0,0.014492753623188406
superiorfrontal-lh,0.26666666666666666,0.0,0.022222222222222223,0.26666666666666666,0.4444444444444444,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.1,0.025,0.0,0.0,0.525,0.25,0.1
superiortemporal-lh,0.0,0.1,0.1,0.0,0.0,0.3,0.325,0.175
superiortemporal-rh,0.0,0.0,0.1875,0.0,0.0,0.1875,0.28125,0.34375
