,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.3170731707317073,0.0,0.04878048780487805,0.3170731707317073,0.2926829268292683,0.0,0.0,0.024390243902439025
parsopercularis-lh,0.0,0.2727272727272727,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.0
parstriangularis-rh,0.0,0.0,0.2916666666666667,0.0,0.0,0.125,0.25,0.3333333333333333
postcentral-rh,0.3170731707317073,0.0,0.04878048780487805,0.3170731707317073,0.2926829268292683,0.0,0.0,0.024390243902439025
superiorfrontal-lh,0.3333333333333333,0.0,0.027777777777777776,0.3333333333333333,0.3055555555555556,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.125,0.03125,0.0,0.0,0.40625,0.3125,0.125
superiortemporal-lh,0.0,0.1,0.1,0.0,0.0,0.3,0.325,0.175
superiortemporal-rh,0.0,0.0,0.2,0.0,0.0,0.2,0.3,0.3
