,frontalpole-rh,insula-lh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
frontalpole-rh,0.5425531914893617,0.0,0.0,0.0,0.19148936170212766,0.0,0.26595744680851063,0.0
insula-lh,0.0,0.5686274509803921,0.09803921568627451,0.13071895424836602,0.013071895424836602,0.0,0.1895424836601307,0.0
middletemporal-lh,0.0,0.18072289156626506,0.6144578313253012,0.1686746987951807,0.0,0.0,0.03614457831325301,0.0
parahippocampal-lh,0.0,0.15873015873015872,0.14285714285714285,0.5714285714285714,0.0,0.0,0.12698412698412698,0.0
parahippocampal-rh,0.20238095238095238,0.047619047619047616,0.0,0.0,0.6428571428571429,0.0,0.10714285714285714,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
transversetemporal-lh,0.1676300578034682,0.1676300578034682,0.028901734104046242,0.10404624277456648,0.06358381502890173,0.0,0.4682080924855491,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
