,bankssts-lh,entorhinal-rh,insula-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-rh
bankssts-lh,0.6145833333333334,0.0,0.0625,0.125,0.0,0.15625,0.041666666666666664,0.0
entorhinal-rh,0.0,0.3508771929824561,0.0,0.05263157894736842,0.3684210526315789,0.0,0.22807017543859648,0.0
insula-lh,0.046875,0.0,0.6484375,0.109375,0.0703125,0.0,0.125,0.0
lateralorbitofrontal-lh,0.07194244604316546,0.03597122302158273,0.11510791366906475,0.30935251798561153,0.09352517985611511,0.10071942446043165,0.18705035971223022,0.08633093525179857
medialorbitofrontal-lh,0.0,0.19230769230769232,0.0673076923076923,0.08653846153846154,0.41346153846153844,0.0,0.2403846153846154,0.0
parsorbitalis-lh,0.13178294573643412,0.0,0.007751937984496124,0.13953488372093023,0.0,0.5038759689922481,0.07751937984496124,0.13953488372093023
rostralanteriorcingulate-lh,0.0106951871657754,0.08021390374331551,0.08021390374331551,0.11764705882352941,0.15508021390374332,0.06417112299465241,0.40106951871657753,0.09090909090909091
temporalpole-rh,0.0,0.0,0.0,0.11965811965811966,0.0,0.13675213675213677,0.1452991452991453,0.5982905982905983
