,frontalpole-rh,fusiform-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.5314861460957179,0.16876574307304787,0.11586901763224182,0.022670025188916875,0.16120906801007556,0.0,0.0,0.0
fusiform-rh,0.061533888228299645,0.3412604042806183,0.0850178359096314,0.18549346016646848,0.2987514863258026,0.014565992865636148,0.0,0.0133769322235434
insula-rh,0.05261207854761023,0.10522415709522046,0.3330863282697295,0.1144868469803631,0.13041867358280845,0.12300852167469434,0.07261948869951834,0.06854390515005558
isthmuscingulate-rh,0.01107142857142857,0.22214285714285714,0.1125,0.31785714285714284,0.235,0.056428571428571425,0.02892857142857143,0.01607142857142857
parahippocampal-rh,0.057109893279492355,0.2887222382463225,0.10268243438130949,0.18950100951831556,0.31468128064609174,0.03547735794635131,0.0,0.011825785982117105
rostralanteriorcingulate-lh,0.0,0.02601156069364162,0.19190751445086704,0.08901734104046242,0.06878612716763005,0.44104046242774564,0.17745664739884393,0.005780346820809248
rostralanteriorcingulate-rh,0.0,0.0,0.12299807815502883,0.05060858424087124,0.0,0.19666880204996798,0.5086483023702755,0.1210762331838565
temporalpole-rh,0.0,0.03964401294498382,0.15129449838187703,0.03964401294498382,0.03478964401294499,0.006472491909385114,0.1529126213592233,0.5752427184466019
