,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.8918918918918919,0.0,0.0,0.10810810810810811,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.3333333333333333,0.06451612903225806,0.15053763440860216,0.0,0.34408602150537637,0.10752688172043011,0.0
medialorbitofrontal-lh,0.0,0.07920792079207921,0.504950495049505,0.3069306930693069,0.0,0.10891089108910891,0.0,0.0
medialorbitofrontal-rh,0.028037383177570093,0.14953271028037382,0.27102803738317754,0.37383177570093457,0.0,0.17757009345794392,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.29906542056074764,0.08411214953271028,0.1588785046728972,0.0,0.3644859813084112,0.09345794392523364,0.0
rostralanteriorcingulate-rh,0.0,0.3448275862068966,0.0,0.0,0.0,0.3448275862068966,0.3103448275862069,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
