,caudalanteriorcingulate-lh,insula-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,pericalcarine-rh
caudalanteriorcingulate-lh,0.48928571428571427,0.0,0.0,0.11785714285714285,0.09642857142857143,0.09285714285714286,0.0,0.20357142857142857
insula-lh,0.0,0.72,0.0,0.0,0.0,0.0,0.28,0.0
lateralorbitofrontal-lh,0.0,0.0,0.4759825327510917,0.15502183406113537,0.17685589519650655,0.12882096069868995,0.0,0.06331877729257641
lateralorbitofrontal-rh,0.04475703324808184,0.0,0.08056265984654731,0.289002557544757,0.24936061381074168,0.2544757033248082,0.0,0.08184143222506395
medialorbitofrontal-lh,0.038461538461538464,0.0,0.09681697612732096,0.2639257294429708,0.2838196286472148,0.246684350132626,0.0,0.07029177718832891
medialorbitofrontal-rh,0.03713527851458886,0.0,0.0649867374005305,0.25596816976127323,0.23872679045092837,0.3156498673740053,0.0,0.08753315649867374
parahippocampal-lh,0.0,0.2908366533864542,0.0,0.0,0.0,0.0,0.6932270916334662,0.01593625498007968
pericalcarine-rh,0.11991869918699187,0.0,0.052845528455284556,0.12601626016260162,0.10365853658536585,0.13008130081300814,0.0040650406504065045,0.4634146341463415
