,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.30612244897959184,0.0,0.0,0.24489795918367346,0.04081632653061224,0.24489795918367346,0.0,0.16326530612244897
parsopercularis-lh,0.0,0.391304347826087,0.2608695652173913,0.0,0.2318840579710145,0.0,0.11594202898550725,0.0
parstriangularis-rh,0.0,0.2786885245901639,0.4262295081967213,0.0,0.29508196721311475,0.0,0.0,0.0
postcentral-lh,0.24444444444444444,0.0,0.0,0.3111111111111111,0.0,0.26666666666666666,0.0,0.17777777777777778
superiorfrontal-lh,0.01282051282051282,0.21794871794871795,0.24358974358974358,0.0,0.4358974358974359,0.0,0.08974358974358974,0.0
superiorparietal-lh,0.22916666666666666,0.0,0.0,0.2708333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666
superiortemporal-rh,0.0,0.27586206896551724,0.0,0.0,0.20689655172413793,0.0,0.5172413793103449,0.0
supramarginal-lh,0.2571428571428571,0.0,0.0,0.2571428571428571,0.0,0.2571428571428571,0.0,0.22857142857142856
