,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-rh,0.2422145328719723,0.1314878892733564,0.20069204152249134,0.02768166089965398,0.08304498269896193,0.058823529411764705,0.21453287197231835,0.04152249134948097
lateralorbitofrontal-rh,0.14022140221402213,0.24354243542435425,0.2066420664206642,0.0,0.16605166051660517,0.033210332103321034,0.15498154981549817,0.055350553505535055
medialorbitofrontal-rh,0.1864951768488746,0.18006430868167203,0.2315112540192926,0.006430868167202572,0.12218649517684887,0.028938906752411574,0.19292604501607716,0.05144694533762058
parahippocampal-rh,0.08,0.0,0.0,0.5733333333333334,0.0,0.29333333333333333,0.05333333333333334,0.0
parsorbitalis-rh,0.1291866028708134,0.20574162679425836,0.18660287081339713,0.004784688995215311,0.291866028708134,0.004784688995215311,0.14832535885167464,0.028708133971291867
rostralanteriorcingulate-lh,0.09166666666666666,0.075,0.075,0.16666666666666666,0.025,0.4166666666666667,0.075,0.075
rostralanteriorcingulate-rh,0.21649484536082475,0.14432989690721648,0.19931271477663232,0.020618556701030927,0.09278350515463918,0.05154639175257732,0.24398625429553264,0.030927835051546393
temporalpole-lh,0.08547008547008547,0.1452991452991453,0.11965811965811966,0.0,0.06837606837606838,0.07692307692307693,0.05982905982905983,0.4444444444444444
