,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.13535353535353536,0.13593073593073593,0.12813852813852813,0.11774891774891776,0.12756132756132757,0.13535353535353536,0.1191919191919192,0.10072150072150073
frontalpole-rh,0.1214929214929215,0.15804375804375803,0.1323037323037323,0.10836550836550836,0.1402831402831403,0.1323037323037323,0.11531531531531532,0.0918918918918919
insula-rh,0.12283156127588137,0.1429770565193061,0.1446558477895915,0.11247901510912144,0.1373810856183548,0.13206491326245104,0.10772243984331281,0.09988808058198097
isthmuscingulate-rh,0.1282051282051282,0.13295346628679963,0.12757201646090535,0.13232035454257676,0.13295346628679963,0.13200379867046533,0.11269389047166825,0.10129787907565685
medialorbitofrontal-lh,0.11965113109839193,0.14772417552466613,0.13355137639683837,0.11474516216952849,0.14799672935404742,0.13137094576178796,0.11147451621695285,0.09348596347778686
medialorbitofrontal-rh,0.12811387900355872,0.14043252121543937,0.13057760744593486,0.1149739939775527,0.13276758828360252,0.13988502600602246,0.11552148918696961,0.09772789488091979
rostralanteriorcingulate-lh,0.12865133623368552,0.13890615288999378,0.12119328775637042,0.11218147917961467,0.12865133623368552,0.13175885643256682,0.13828464885021752,0.10037290242386576
rostralanteriorcingulate-rh,0.12545322697606962,0.12907904278462654,0.12907904278462654,0.11711385061638868,0.12545322697606962,0.12907904278462654,0.11602610587382162,0.12871646120377084
