,Fp1,F7,Pz,F8,Fp2,AF7,P1,AF8
Fp1,0.3170731707317073,0.0,0.0,0.0,0.34146341463414637,0.0,0.0,0.34146341463414637
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.29545454545454547,0.0,0.0,0.0,0.3409090909090909,0.0,0.0,0.36363636363636365
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.2692307692307692,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.4230769230769231
