,bankssts-lh,cuneus-lh,frontalpole-lh,isthmuscingulate-rh,paracentral-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.44,0.2,0.2342857142857143,0.005714285714285714,0.12
paracentral-lh,0.0,0.0,0.0,0.2032967032967033,0.41208791208791207,0.2802197802197802,0.0,0.1043956043956044
parahippocampal-rh,0.0,0.0,0.0,0.1581196581196581,0.2094017094017094,0.4017094017094017,0.06837606837606838,0.1623931623931624
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.2978723404255319,0.7021276595744681,0.0
temporalpole-rh,0.0,0.0,0.0,0.13286713286713286,0.13286713286713286,0.2517482517482518,0.0,0.4825174825174825
