,frontalpole-lh,frontalpole-rh,fusiform-rh,insula-rh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.5416666666666666,0.15,0.0,0.0,0.0,0.0,0.30833333333333335,0.0
frontalpole-rh,0.18666666666666668,0.6266666666666667,0.0,0.0,0.0,0.0,0.18666666666666668,0.0
fusiform-rh,0.0,0.0,0.40236686390532544,0.20710059171597633,0.0,0.25443786982248523,0.0,0.13609467455621302
insula-rh,0.0,0.0,0.2689655172413793,0.4068965517241379,0.0,0.16551724137931034,0.0,0.15862068965517243
paracentral-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.328,0.176,0.0,0.368,0.0,0.128
rostralanteriorcingulate-lh,0.3557692307692308,0.15384615384615385,0.0,0.0,0.0,0.0,0.49038461538461536,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.20535714285714285,0.20535714285714285,0.0,0.16071428571428573,0.0,0.42857142857142855
