,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh
caudalmiddlefrontal-lh,0.12444444444444444,0.1288888888888889,0.12444444444444444,0.1288888888888889,0.1288888888888889,0.12444444444444444,0.12,0.12
parsopercularis-lh,0.12444444444444444,0.1288888888888889,0.12444444444444444,0.1288888888888889,0.1288888888888889,0.12444444444444444,0.12,0.12
parstriangularis-rh,0.125,0.12931034482758622,0.125,0.12931034482758622,0.12931034482758622,0.125,0.11637931034482758,0.1206896551724138
precentral-lh,0.12444444444444444,0.1288888888888889,0.12444444444444444,0.1288888888888889,0.1288888888888889,0.12444444444444444,0.12,0.12
rostralmiddlefrontal-lh,0.125,0.12931034482758622,0.125,0.12931034482758622,0.12931034482758622,0.125,0.11637931034482758,0.1206896551724138
rostralmiddlefrontal-rh,0.125,0.12931034482758622,0.125,0.12931034482758622,0.12931034482758622,0.125,0.11637931034482758,0.1206896551724138
superiorfrontal-lh,0.1261682242990654,0.1261682242990654,0.1261682242990654,0.1261682242990654,0.1261682242990654,0.1261682242990654,0.12149532710280374,0.12149532710280374
superiortemporal-lh,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.12162162162162163,0.12162162162162163
