,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.12380952380952381,0.12380952380952381,0.12380952380952381,0.12857142857142856,0.12380952380952381,0.11904761904761904,0.12857142857142856,0.12857142857142856
inferiorparietal-rh,0.12380952380952381,0.12380952380952381,0.12380952380952381,0.12857142857142856,0.12380952380952381,0.11904761904761904,0.12857142857142856,0.12857142857142856
parstriangularis-rh,0.12385321100917432,0.12385321100917432,0.12385321100917432,0.12844036697247707,0.12385321100917432,0.11926605504587157,0.12844036697247707,0.12844036697247707
precentral-lh,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.1278538812785388,0.1232876712328767,0.1187214611872146,0.1324200913242009,0.1278538812785388
rostralmiddlefrontal-lh,0.12380952380952381,0.12380952380952381,0.12380952380952381,0.12857142857142856,0.12380952380952381,0.11904761904761904,0.12857142857142856,0.12857142857142856
rostralmiddlefrontal-rh,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12077294685990338,0.12560386473429952,0.12560386473429952
superiortemporal-lh,0.12322274881516587,0.12322274881516587,0.12322274881516587,0.12796208530805686,0.12322274881516587,0.11848341232227488,0.13270142180094788,0.12796208530805686
superiortemporal-rh,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.1278538812785388,0.1232876712328767,0.1187214611872146,0.1324200913242009,0.1278538812785388
