,caudalmiddlefrontal-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1510791366906475,0.14388489208633093,0.1223021582733813,0.07913669064748201,0.15827338129496402,0.14388489208633093,0.07913669064748201,0.1223021582733813
parstriangularis-rh,0.10152284263959391,0.18274111675126903,0.14213197969543148,0.14720812182741116,0.18781725888324874,0.09644670050761421,0.05583756345177665,0.08629441624365482
precentral-lh,0.10303030303030303,0.1696969696969697,0.15757575757575756,0.13333333333333333,0.1696969696969697,0.10303030303030303,0.06666666666666667,0.09696969696969697
rostralmiddlefrontal-lh,0.0718954248366013,0.1895424836601307,0.1437908496732026,0.20261437908496732,0.1895424836601307,0.0718954248366013,0.058823529411764705,0.0718954248366013
rostralmiddlefrontal-rh,0.10396039603960396,0.18316831683168316,0.13861386138613863,0.14356435643564355,0.19306930693069307,0.09900990099009901,0.054455445544554455,0.08415841584158416
superiorparietal-lh,0.15602836879432624,0.14184397163120568,0.12056737588652482,0.07801418439716312,0.15602836879432624,0.14893617021276595,0.07801418439716312,0.12056737588652482
superiortemporal-lh,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.11494252873563218,0.12643678160919541
superiortemporal-rh,0.13934426229508196,0.13934426229508196,0.13114754098360656,0.09016393442622951,0.13934426229508196,0.13934426229508196,0.09016393442622951,0.13114754098360656
