,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.5909090909090909,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.4782608695652174,0.4782608695652174,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
fusiform-lh,0.0,0.0,0.3291139240506329,0.34177215189873417,0.0,0.3291139240506329,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.32894736842105265,0.34210526315789475,0.0,0.32894736842105265,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.5454545454545454,0.0
parahippocampal-lh,0.0,0.0,0.3291139240506329,0.34177215189873417,0.0,0.3291139240506329,0.0,0.0
rostralanteriorcingulate-lh,0.058823529411764705,0.17647058823529413,0.0,0.0,0.23529411764705882,0.0,0.5294117647058824,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
