,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.22,0.0,0.0,0.22,0.19,0.0,0.18,0.19
inferiorparietal-rh,0.0,0.2222222222222222,0.25925925925925924,0.0,0.037037037037037035,0.25925925925925924,0.18518518518518517,0.037037037037037035
parsopercularis-lh,0.0,0.1875,0.28125,0.0,0.03125,0.3125,0.15625,0.03125
parstriangularis-rh,0.22,0.0,0.0,0.22,0.19,0.0,0.18,0.19
postcentral-rh,0.18867924528301888,0.018867924528301886,0.018867924528301886,0.18867924528301888,0.18867924528301888,0.018867924528301886,0.18867924528301888,0.18867924528301888
superiortemporal-lh,0.0,0.17647058823529413,0.2647058823529412,0.0,0.029411764705882353,0.35294117647058826,0.14705882352941177,0.029411764705882353
superiortemporal-rh,0.15966386554621848,0.05042016806722689,0.05042016806722689,0.15966386554621848,0.16806722689075632,0.05042016806722689,0.19327731092436976,0.16806722689075632
supramarginal-rh,0.18867924528301888,0.018867924528301886,0.018867924528301886,0.18867924528301888,0.18867924528301888,0.018867924528301886,0.18867924528301888,0.18867924528301888
