,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh
inferiorparietal-rh,0.14150943396226415,0.12264150943396226,0.14150943396226415,0.10377358490566038,0.12264150943396226,0.12264150943396226,0.12264150943396226,0.12264150943396226
parsopercularis-lh,0.1346153846153846,0.125,0.1346153846153846,0.10576923076923077,0.125,0.125,0.125,0.125
rostralmiddlefrontal-lh,0.13333333333333333,0.12380952380952381,0.14285714285714285,0.10476190476190476,0.12380952380952381,0.12380952380952381,0.12380952380952381,0.12380952380952381
rostralmiddlefrontal-rh,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.11578947368421053,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421
superiorfrontal-lh,0.1346153846153846,0.125,0.1346153846153846,0.10576923076923077,0.125,0.125,0.125,0.125
superiorfrontal-rh,0.1346153846153846,0.125,0.1346153846153846,0.10576923076923077,0.125,0.125,0.125,0.125
superiorparietal-rh,0.1346153846153846,0.125,0.1346153846153846,0.10576923076923077,0.125,0.125,0.125,0.125
superiortemporal-lh,0.1346153846153846,0.125,0.1346153846153846,0.10576923076923077,0.125,0.125,0.125,0.125
