,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh
caudalmiddlefrontal-lh,0.9310344827586207,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.008928571428571428,0.26339285714285715,0.07589285714285714,0.0625,0.21875,0.15625,0.17410714285714285,0.04017857142857143
inferiorparietal-rh,0.0,0.046012269938650305,0.16257668711656442,0.15950920245398773,0.16257668711656442,0.16257668711656442,0.16257668711656442,0.1441717791411043
parstriangularis-rh,0.0,0.037383177570093455,0.1557632398753894,0.17445482866043613,0.1557632398753894,0.1557632398753894,0.1557632398753894,0.16510903426791276
precentral-lh,0.0,0.10854503464203233,0.12471131639722864,0.12009237875288684,0.19630484988452657,0.16628175519630484,0.17551963048498845,0.10854503464203233
rostralmiddlefrontal-lh,0.0,0.08270676691729323,0.13533834586466165,0.13032581453634084,0.17794486215538846,0.17794486215538846,0.17794486215538846,0.11779448621553884
superiorfrontal-lh,0.0,0.08980582524271845,0.13106796116504854,0.1262135922330097,0.1820388349514563,0.17475728155339806,0.1820388349514563,0.11407766990291263
superiortemporal-lh,0.0,0.02127659574468085,0.13677811550151975,0.15501519756838905,0.13677811550151975,0.13677811550151975,0.13677811550151975,0.2765957446808511
