,bankssts-lh,caudalanteriorcingulate-lh,caudalmiddlefrontal-rh,inferiorparietal-lh,lateraloccipital-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,0.25555555555555554,0.0,0.0,0.25555555555555554,0.25555555555555554,0.23333333333333334,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.2502732240437158,0.25136612021857924,0.0,0.0,0.0,0.24863387978142076,0.24972677595628415
caudalmiddlefrontal-rh,0.0,0.24274406332453827,0.2654353562005277,0.0,0.0,0.0,0.24591029023746702,0.24591029023746702
inferiorparietal-lh,0.24736842105263157,0.0,0.0,0.28421052631578947,0.24736842105263157,0.22105263157894736,0.0,0.0
lateraloccipital-lh,0.25555555555555554,0.0,0.0,0.25555555555555554,0.25555555555555554,0.23333333333333334,0.0,0.0
pericalcarine-lh,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.2447777182645956,0.25066952329941083,0.0,0.0,0.0,0.2533476164970541,0.2512051419389395
rostralanteriorcingulate-rh,0.0,0.24664159054271897,0.25147770016120363,0.0,0.0,0.0,0.25040300913487373,0.25147770016120363
