,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.16666666666666666,0.13657407407407407,0.08796296296296297,0.125,0.12268518518518519,0.13194444444444445,0.09027777777777778,0.1388888888888889
postcentral-rh,0.1466346153846154,0.1466346153846154,0.08413461538461539,0.1201923076923077,0.1346153846153846,0.1346153846153846,0.09375,0.13942307692307693
rostralmiddlefrontal-rh,0.13225806451612904,0.11612903225806452,0.15161290322580645,0.11935483870967742,0.1032258064516129,0.12258064516129032,0.13870967741935483,0.11612903225806452
superiorparietal-lh,0.13705583756345177,0.12690355329949238,0.09390862944162437,0.1548223350253807,0.12436548223350254,0.116751269035533,0.1116751269035533,0.13451776649746192
superiorparietal-rh,0.1388888888888889,0.1414141414141414,0.08080808080808081,0.13131313131313133,0.14646464646464646,0.12626262626262627,0.09848484848484848,0.13636363636363635
superiortemporal-rh,0.14427860696517414,0.14427860696517414,0.08955223880597014,0.11442786069651742,0.12935323383084577,0.1417910447761194,0.09701492537313433,0.13930348258706468
supramarginal-lh,0.11977715877437325,0.11977715877437325,0.116991643454039,0.11977715877437325,0.11142061281337047,0.11977715877437325,0.17270194986072424,0.11977715877437325
supramarginal-rh,0.14628297362110312,0.14148681055155876,0.08393285371702638,0.1223021582733813,0.12709832134292565,0.1342925659472422,0.09352517985611511,0.1510791366906475
