,Fz,F3,FC2,AFz,F1,F5,FC4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.4888888888888889,0.5111111111111111,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.4791666666666667,0.5208333333333334,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.4888888888888889,0.5111111111111111,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.4782608695652174,0.5217391304347826,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
