,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.46511627906976744,0.046511627906976744,0.08139534883720931,0.0,0.32558139534883723,0.0,0.0,0.08139534883720931
inferiorparietal-rh,0.047244094488188976,0.3228346456692913,0.08661417322834646,0.18110236220472442,0.03937007874015748,0.11811023622047244,0.1968503937007874,0.007874015748031496
parstriangularis-rh,0.140625,0.15625,0.5625,0.0,0.125,0.0,0.015625,0.0
precentral-lh,0.0,0.2072072072072072,0.009009009009009009,0.27927927927927926,0.05405405405405406,0.2072072072072072,0.24324324324324326,0.0
rostralmiddlefrontal-lh,0.25263157894736843,0.07368421052631578,0.06315789473684211,0.07368421052631578,0.35789473684210527,0.07368421052631578,0.07368421052631578,0.031578947368421054
superiortemporal-lh,0.0,0.1619047619047619,0.01904761904761905,0.23809523809523808,0.05714285714285714,0.2761904761904762,0.24761904761904763,0.0
superiortemporal-rh,0.0,0.248,0.024,0.232,0.032,0.184,0.28,0.0
supramarginal-lh,0.15217391304347827,0.06521739130434782,0.0,0.0,0.10869565217391304,0.0,0.0,0.6739130434782609
