,inferiorparietal-rh,postcentral-lh,precentral-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.16666666666666666,0.14285714285714285,0.1130952380952381,0.17261904761904762,0.125,0.1130952380952381,0.0,0.16666666666666666
postcentral-lh,0.14925373134328357,0.17164179104477612,0.12686567164179105,0.15671641791044777,0.11940298507462686,0.12686567164179105,0.0,0.14925373134328357
precentral-rh,0.15384615384615385,0.13986013986013987,0.13986013986013987,0.14685314685314685,0.1258741258741259,0.13986013986013987,0.0,0.15384615384615385
superiorparietal-lh,0.15584415584415584,0.15584415584415584,0.11688311688311688,0.17532467532467533,0.12337662337662338,0.11688311688311688,0.0,0.15584415584415584
superiortemporal-lh,0.1566265060240964,0.12650602409638553,0.12650602409638553,0.15060240963855423,0.16265060240963855,0.12650602409638553,0.0,0.15060240963855423
superiortemporal-rh,0.15333333333333332,0.14,0.14,0.14666666666666667,0.12666666666666668,0.14,0.0,0.15333333333333332
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-rh,0.1686746987951807,0.14457831325301204,0.1144578313253012,0.1686746987951807,0.12048192771084337,0.1144578313253012,0.0,0.1686746987951807
