,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-lh,0.3841761827079935,0.17210440456769985,0.13947797716150082,0.04812398042414356,0.0,0.0,0.1802610114192496,0.07585644371941272
frontalpole-rh,0.17542503863987635,0.33075734157650694,0.19860896445131376,0.15842349304482226,0.0,0.019319938176197836,0.0865533230293663,0.030911901081916538
medialorbitofrontal-lh,0.14905362776025236,0.2137223974763407,0.35646687697160884,0.13249211356466878,0.007097791798107256,0.015772870662460567,0.0638801261829653,0.061514195583596214
medialorbitofrontal-rh,0.06692160611854685,0.2170172084130019,0.17590822179732313,0.43881453154875716,0.0,0.07552581261950286,0.022944550669216062,0.0028680688336520078
parahippocampal-rh,0.0,0.0,0.024714828897338403,0.0,0.9296577946768061,0.005703422053231939,0.0,0.039923954372623575
rostralanteriorcingulate-rh,0.0,0.04180602006688963,0.03678929765886288,0.1488294314381271,0.0016722408026755853,0.7123745819397993,0.008361204013377926,0.05016722408026756
rostralmiddlefrontal-lh,0.2097107438016529,0.1012396694214876,0.06921487603305786,0.01859504132231405,0.0,0.011363636363636364,0.45764462809917356,0.1322314049586777
temporalpole-rh,0.09259259259259259,0.037037037037037035,0.08169934640522876,0.0010893246187363835,0.018518518518518517,0.04139433551198257,0.13071895424836602,0.5969498910675382
