,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.31666666666666665,0.08181818181818182,0.07878787878787878,0.23484848484848486,0.0,0.021212121212121213,0.2590909090909091,0.007575757575757576
frontalpole-rh,0.15584415584415584,0.37012987012987014,0.00974025974025974,0.22402597402597402,0.0,0.0,0.24025974025974026,0.0
medialorbitofrontal-lh,0.17391304347826086,0.020289855072463767,0.5855072463768116,0.07246376811594203,0.0,0.0,0.06666666666666667,0.08115942028985507
medialorbitofrontal-rh,0.23927392739273928,0.1254125412541254,0.033003300330033,0.3118811881188119,0.0,0.0,0.29042904290429045,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.3018867924528302,0.0,0.0,0.0,0.0,0.37735849056603776,0.32075471698113206,0.0
rostralanteriorcingulate-rh,0.24539877300613497,0.12269938650306748,0.02607361963190184,0.2607361963190184,0.0,0.023006134969325152,0.3220858895705521,0.0
temporalpole-rh,0.07608695652173914,0.0,0.31521739130434784,0.010869565217391304,0.0,0.0,0.0,0.5978260869565217
