,Fp1,F3,Pz,P4,CP2,AF7,AF3,P2
Fp1,0.375,0.3125,0.0,0.0,0.0,0.3125,0.0,0.0
F3,0.375,0.3125,0.0,0.0,0.0,0.3125,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.375,0.3125,0.0,0.0,0.0,0.3125,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
