,F7,C3,CP2,F8,AF7,PO7,PO3,AF8
F7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.9768518518518519,0.0,0.0,0.0,0.0,0.023148148148148147,0.0
CP2,0.0,0.0,0.5391025641025641,0.0,0.0,0.03782051282051282,0.18782051282051282,0.23525641025641025
F8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.7998212689901698,0.13762287756925826,0.0,0.06255585344057193
PO7,0.0,0.0,0.05501930501930502,0.0,0.14864864864864866,0.5888030888030888,0.010617760617760617,0.1969111969111969
PO3,0.0,0.003089598352214212,0.2996910401647786,0.0,0.0,0.013388259526261586,0.5015447991761071,0.1822863027806385
AF8,0.0,0.0,0.19145569620253164,0.0,0.039029535864978905,0.10970464135021098,0.09229957805907173,0.5675105485232067
