,bankssts-rh,frontalpole-lh,frontalpole-rh,parsopercularis-lh,pericalcarine-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.6648841354723708,0.023172905525846704,0.0,0.10338680926916222,0.0053475935828877,0.026737967914438502,0.1051693404634581,0.07130124777183601
frontalpole-lh,0.024549918166939442,0.7577741407528642,0.11292962356792144,0.02127659574468085,0.03436988543371522,0.0,0.0,0.049099836333878884
frontalpole-rh,0.0,0.12154696132596685,0.6777163904235728,0.011049723756906077,0.06998158379373849,0.06813996316758748,0.0,0.05156537753222836
parsopercularis-lh,0.13537117903930132,0.024017467248908297,0.013100436681222707,0.6877729257641921,0.024017467248908297,0.06768558951965066,0.0,0.048034934497816595
pericalcarine-lh,0.013100436681222707,0.04585152838427948,0.08078602620087336,0.015283842794759825,0.6637554585152838,0.019650655021834062,0.11790393013100436,0.043668122270742356
temporalpole-lh,0.02529182879377432,0.0,0.07198443579766536,0.06420233463035019,0.023346303501945526,0.7976653696498055,0.0019455252918287938,0.01556420233463035
temporalpole-rh,0.08076358296622614,0.0,0.0014684287812041115,0.0,0.09104258443465492,0.005873715124816446,0.7165932452276065,0.10425844346549193
transversetemporal-rh,0.07446808510638298,0.0425531914893617,0.04964539007092199,0.031914893617021274,0.03723404255319149,0.01773049645390071,0.1276595744680851,0.6187943262411347
