,bankssts-rh,frontalpole-lh,inferiortemporal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
bankssts-rh,0.4234016887816647,0.10253317249698432,0.10132689987937274,0.097708082026538,0.13751507840772015,0.07117008443908324,0.047044632086851626,0.019300361881785282
frontalpole-lh,0.10191082802547771,0.40382165605095544,0.10955414012738854,0.03821656050955414,0.0929936305732484,0.1732484076433121,0.07643312101910828,0.003821656050955414
inferiortemporal-rh,0.07284172661870504,0.07733812949640288,0.3597122302158273,0.05485611510791367,0.19694244604316546,0.045863309352517985,0.11690647482014388,0.07553956834532374
parahippocampal-lh,0.09465020576131687,0.038408779149519894,0.08367626886145405,0.644718792866941,0.10425240054869685,0.02194787379972565,0.0,0.012345679012345678
parahippocampal-rh,0.10640216411181244,0.061316501352569885,0.20468890892696123,0.0703336339044184,0.34715960324616774,0.04147880973850315,0.09287646528403967,0.0757439134355275
rostralanteriorcingulate-lh,0.07565337001375516,0.19257221458046767,0.059147180192572216,0.02200825309491059,0.06052269601100413,0.4828060522696011,0.07565337001375516,0.03163686382393398
rostralanteriorcingulate-rh,0.055198973042362,0.06803594351732992,0.1643132220795892,0.0012836970474967907,0.13478818998716302,0.07958921694480103,0.3774069319640565,0.11938382541720154
transversetemporal-rh,0.029780564263322883,0.006269592476489028,0.14576802507836992,0.014106583072100314,0.12539184952978055,0.03134796238244514,0.15203761755485892,0.4952978056426332
