,caudalanteriorcingulate-lh,frontalpole-rh,fusiform-rh,lateraloccipital-lh,lingual-rh,parahippocampal-rh,pericalcarine-lh,posteriorcingulate-rh
caudalanteriorcingulate-lh,0.21568627450980393,0.1568627450980392,0.0,0.23529411764705882,0.0,0.0,0.17647058823529413,0.21568627450980393
frontalpole-rh,0.22727272727272727,0.18181818181818182,0.0,0.20454545454545456,0.0,0.0,0.20454545454545456,0.18181818181818182
fusiform-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.22,0.14,0.0,0.24,0.0,0.0,0.18,0.22
lingual-rh,0.0,0.0,0.0,0.0,0.7647058823529411,0.23529411764705882,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0
pericalcarine-lh,0.22448979591836735,0.16326530612244897,0.0,0.22448979591836735,0.0,0.0,0.1836734693877551,0.20408163265306123
posteriorcingulate-rh,0.21739130434782608,0.15217391304347827,0.0,0.2391304347826087,0.0,0.0,0.17391304347826086,0.21739130434782608
