,entorhinal-lh,inferiortemporal-lh,lateraloccipital-rh,middletemporal-lh,parsorbitalis-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-lh
entorhinal-lh,0.3522267206477733,0.20242914979757085,0.0,0.08502024291497975,0.08097165991902834,0.0,0.18218623481781376,0.09716599190283401
inferiortemporal-lh,0.2647058823529412,0.3445378151260504,0.0,0.04201680672268908,0.13445378151260504,0.0,0.10504201680672269,0.1092436974789916
lateraloccipital-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
middletemporal-lh,0.1,0.01818181818181818,0.0,0.6545454545454545,0.01818181818181818,0.0,0.1,0.10909090909090909
parsorbitalis-lh,0.1678832116788321,0.25547445255474455,0.0,0.029197080291970802,0.5401459854014599,0.0,0.0,0.0072992700729927005
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.2898550724637681,0.13768115942028986,0.0,0.13768115942028986,0.0,0.0,0.4057971014492754,0.028985507246376812
temporalpole-lh,0.19428571428571428,0.2,0.0,0.022857142857142857,0.02857142857142857,0.0,0.045714285714285714,0.5085714285714286
