,fusiform-rh,inferiortemporal-lh,lingual-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh,temporalpole-rh
fusiform-rh,0.5612244897959183,0.0,0.16326530612244897,0.09183673469387756,0.1836734693877551,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.7171717171717171,0.030303030303030304,0.020202020202020204,0.010101010101010102,0.2222222222222222,0.0,0.0
lingual-rh,0.043795620437956206,0.058394160583941604,0.49635036496350365,0.24817518248175183,0.145985401459854,0.0072992700729927005,0.0,0.0
parahippocampal-rh,0.019801980198019802,0.0594059405940594,0.297029702970297,0.504950495049505,0.09900990099009901,0.019801980198019802,0.0,0.0
pericalcarine-lh,0.11475409836065574,0.03278688524590164,0.21311475409836064,0.14754098360655737,0.39344262295081966,0.09836065573770492,0.0,0.0
pericalcarine-rh,0.02531645569620253,0.21518987341772153,0.012658227848101266,0.0,0.1518987341772152,0.5949367088607594,0.0,0.0
temporalpole-lh,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.9666666666666667,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
