,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.4608695652173913,0.08695652173913043,0.0,0.1565217391304348,0.0,0.19130434782608696,0.06956521739130435,0.034782608695652174
frontalpole-rh,0.12857142857142856,0.38571428571428573,0.08571428571428572,0.15,0.07142857142857142,0.0,0.08571428571428572,0.09285714285714286
inferiortemporal-lh,0.0,0.25396825396825395,0.746031746031746,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.1452991452991453,0.1623931623931624,0.0,0.41025641025641024,0.15384615384615385,0.05982905982905983,0.042735042735042736,0.02564102564102564
medialorbitofrontal-rh,0.024390243902439025,0.17073170731707318,0.0,0.17073170731707318,0.4146341463414634,0.0,0.1951219512195122,0.024390243902439025
parahippocampal-lh,0.3333333333333333,0.0,0.0,0.06349206349206349,0.0,0.6031746031746031,0.0,0.0
rostralanteriorcingulate-rh,0.15384615384615385,0.1282051282051282,0.0,0.02564102564102564,0.14102564102564102,0.0,0.5256410256410257,0.02564102564102564
temporalpole-lh,0.0967741935483871,0.27419354838709675,0.0,0.0967741935483871,0.0,0.0,0.0,0.532258064516129
