,entorhinal-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.20444444444444446,0.07555555555555556,0.0,0.1511111111111111,0.08,0.18222222222222223,0.20444444444444446,0.10222222222222223
lateralorbitofrontal-lh,0.14124293785310735,0.2937853107344633,0.11299435028248588,0.062146892655367235,0.0847457627118644,0.1694915254237288,0.11864406779661017,0.01694915254237288
lateralorbitofrontal-rh,0.0425531914893617,0.30851063829787234,0.4787234042553192,0.0,0.05319148936170213,0.07446808510638298,0.0425531914893617,0.0
medialorbitofrontal-rh,0.1366120218579235,0.03278688524590164,0.0,0.22950819672131148,0.10382513661202186,0.12021857923497267,0.15846994535519127,0.2185792349726776
parsorbitalis-rh,0.14383561643835616,0.07534246575342465,0.02054794520547945,0.14383561643835616,0.2054794520547945,0.14383561643835616,0.14383561643835616,0.1232876712328767
rostralanteriorcingulate-lh,0.21518987341772153,0.08860759493670886,0.008438818565400843,0.12658227848101267,0.08438818565400844,0.19831223628691982,0.1940928270042194,0.08438818565400844
temporalpole-rh,0.18552036199095023,0.058823529411764705,0.0,0.17647058823529413,0.08597285067873303,0.16289592760180996,0.2081447963800905,0.12217194570135746
transversetemporal-rh,0.10738255033557047,0.0,0.03355704697986577,0.20134228187919462,0.10067114093959731,0.087248322147651,0.12080536912751678,0.348993288590604
