,cuneus-lh,insula-rh,isthmuscingulate-rh,lateraloccipital-lh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,precuneus-lh
cuneus-lh,0.17309594460929772,0.0,0.17408506429277942,0.142433234421365,0.050445103857566766,0.1641938674579624,0.1493570722057369,0.14638971315529178
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.16433239962651727,0.0,0.1895424836601307,0.13445378151260504,0.047619047619047616,0.16993464052287582,0.15592903828197946,0.13818860877684408
lateraloccipital-lh,0.16627634660421545,0.0,0.1686182669789227,0.16744730679156908,0.03629976580796253,0.1557377049180328,0.13817330210772832,0.16744730679156908
parahippocampal-rh,0.1574074074074074,0.0,0.1574074074074074,0.10185185185185185,0.15432098765432098,0.1574074074074074,0.1574074074074074,0.11419753086419752
pericalcarine-lh,0.16310679611650486,0.0,0.1786407766990291,0.13106796116504854,0.04951456310679612,0.1786407766990291,0.16407766990291262,0.13495145631067962
pericalcarine-rh,0.15612244897959185,0.0,0.17244897959183675,0.12244897959183673,0.05204081632653061,0.17448979591836736,0.19591836734693877,0.12653061224489795
precuneus-lh,0.16609783845278725,0.0,0.16837315130830488,0.16382252559726962,0.03981797497155859,0.1558589306029579,0.13879408418657566,0.16723549488054607
