,cuneus-rh,entorhinal-lh,insula-rh,middletemporal-rh,parahippocampal-rh,parsopercularis-lh,temporalpole-lh,transversetemporal-lh
cuneus-rh,0.8225806451612904,0.0,0.0,0.0,0.14516129032258066,0.0,0.0,0.03225806451612903
entorhinal-lh,0.0,0.2903225806451613,0.20967741935483872,0.1774193548387097,0.13709677419354838,0.0,0.18548387096774194,0.0
insula-rh,0.0,0.23478260869565218,0.3565217391304348,0.16521739130434782,0.13043478260869565,0.0,0.11304347826086956,0.0
middletemporal-rh,0.0,0.13559322033898305,0.1271186440677966,0.4067796610169492,0.11864406779661017,0.0,0.17796610169491525,0.03389830508474576
parahippocampal-rh,0.04424778761061947,0.20353982300884957,0.18584070796460178,0.168141592920354,0.34513274336283184,0.0,0.05309734513274336,0.0
parsopercularis-lh,0.0,0.0,0.0,0.0,0.0,0.7037037037037037,0.2962962962962963,0.0
temporalpole-lh,0.0,0.12173913043478261,0.06086956521739131,0.1565217391304348,0.017391304347826087,0.08695652173913043,0.5130434782608696,0.043478260869565216
transversetemporal-lh,0.05405405405405406,0.0,0.0,0.05405405405405406,0.0,0.0,0.08108108108108109,0.8108108108108109
