,bankssts-lh,inferiorparietal-lh,inferiortemporal-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,superiortemporal-lh,transversetemporal-lh
bankssts-lh,0.16455696202531644,0.16455696202531644,0.0,0.11708860759493671,0.1360759493670886,0.12025316455696203,0.14240506329113925,0.1550632911392405
inferiorparietal-lh,0.1651376146788991,0.16819571865443425,0.0,0.11314984709480122,0.14067278287461774,0.1162079510703364,0.14678899082568808,0.14984709480122324
inferiortemporal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.13934426229508196,0.13934426229508196,0.0,0.18442622950819673,0.10245901639344263,0.1762295081967213,0.11065573770491803,0.14754098360655737
middletemporal-lh,0.15309446254071662,0.16286644951140064,0.0,0.09446254071661238,0.18892508143322476,0.09771986970684039,0.16938110749185667,0.13355048859934854
parahippocampal-lh,0.14,0.14,0.0,0.18,0.104,0.176,0.112,0.148
superiortemporal-lh,0.15960912052117263,0.16938110749185667,0.0,0.10097719869706841,0.15960912052117263,0.10423452768729642,0.16612377850162866,0.14006514657980457
transversetemporal-lh,0.15593220338983052,0.15593220338983052,0.0,0.13220338983050847,0.12542372881355932,0.13559322033898305,0.13220338983050847,0.16271186440677965
