,frontalpole-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-rh,0.24324324324324326,0.0,0.25675675675675674,0.02702702702702703,0.24324324324324326,0.22972972972972974,0.0,0.0
lateralorbitofrontal-lh,0.0,0.32608695652173914,0.0,0.25,0.0,0.0,0.2717391304347826,0.15217391304347827
lateralorbitofrontal-rh,0.23376623376623376,0.0,0.2597402597402597,0.05194805194805195,0.23376623376623376,0.22077922077922077,0.0,0.0
medialorbitofrontal-lh,0.0,0.29411764705882354,0.023529411764705882,0.35294117647058826,0.0,0.0,0.23529411764705882,0.09411764705882353
medialorbitofrontal-rh,0.20430107526881722,0.0,0.21505376344086022,0.021505376344086023,0.3333333333333333,0.22580645161290322,0.0,0.0
parsorbitalis-rh,0.2375,0.0,0.2375,0.0125,0.2625,0.25,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.30864197530864196,0.0,0.2222222222222222,0.0,0.0,0.2962962962962963,0.1728395061728395
temporalpole-lh,0.0,0.29545454545454547,0.0,0.13636363636363635,0.0,0.0,0.2727272727272727,0.29545454545454547
