,frontalpole-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-rh,0.4301675977653631,0.0,0.1787709497206704,0.03910614525139665,0.18435754189944134,0.16759776536312848,0.0,0.0
lateralorbitofrontal-lh,0.0,0.3370165745856354,0.0,0.2596685082872928,0.0,0.0,0.281767955801105,0.12154696132596685
lateralorbitofrontal-rh,0.18181818181818182,0.0,0.42613636363636365,0.022727272727272728,0.18181818181818182,0.1875,0.0,0.0
medialorbitofrontal-lh,0.018292682926829267,0.31097560975609756,0.012195121951219513,0.36585365853658536,0.0,0.0,0.24390243902439024,0.04878048780487805
medialorbitofrontal-rh,0.20689655172413793,0.0,0.19540229885057472,0.022988505747126436,0.3448275862068966,0.22988505747126436,0.0,0.0
parsorbitalis-rh,0.17801047120418848,0.0,0.18848167539267016,0.005235602094240838,0.2094240837696335,0.418848167539267,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.27472527472527475,0.0,0.1978021978021978,0.0,0.0,0.41208791208791207,0.11538461538461539
temporalpole-lh,0.0,0.1487603305785124,0.0,0.049586776859504134,0.0,0.0,0.14049586776859505,0.6611570247933884
