,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-lh,0.13054419628814093,0.11638880150990878,0.13085876061654608,0.11859075180874488,0.11701793016671909,0.13054419628814093,0.1277131173324945,0.12834224598930483
frontalpole-rh,0.12112211221122113,0.12838283828382838,0.12145214521452145,0.12805280528052806,0.12805280528052806,0.1254125412541254,0.12805280528052806,0.11947194719471947
lateralorbitofrontal-lh,0.1287831995058678,0.11457689932056825,0.13959234095120446,0.11673872760963558,0.11519456454601606,0.13341568869672638,0.12569487337862878,0.1260037059913527
medialorbitofrontal-lh,0.12010276172125883,0.12427745664739884,0.12042389210019268,0.13326910725754657,0.13230571612074501,0.12427745664739884,0.12684649967886963,0.11849710982658959
medialorbitofrontal-rh,0.11937884179877062,0.12520219993529602,0.11970236169524426,0.1326431575541896,0.13555483662245227,0.12358460045292785,0.1261727596247169,0.11776124231640246
rostralanteriorcingulate-lh,0.1266829865361077,0.11719706242350061,0.13127294981640147,0.1193390452876377,0.11780905752753978,0.13494492044063647,0.12821297429620562,0.12454100367197063
rostralanteriorcingulate-rh,0.12488379299659126,0.12116516888751162,0.12519367833901457,0.12333436628447475,0.12178493957235823,0.1289123024480942,0.13139138518748064,0.12333436628447475
rostralmiddlefrontal-rh,0.13003194888178915,0.11661341853035144,0.13003194888178915,0.11884984025559106,0.11725239616613418,0.13003194888178915,0.12747603833865814,0.12971246006389775
