,frontalpole-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-lh,0.3700374531835206,0.0,0.07191011235955057,0.00149812734082397,0.2591760299625468,0.051685393258426963,0.2254681647940075,0.020224719101123594
frontalpole-rh,0.0,0.9252873563218391,0.0,0.0,0.07471264367816093,0.0,0.0,0.0
insula-lh,0.08325624421831637,0.0,0.4976873265494912,0.0027752081406105457,0.12580943570767808,0.0,0.06105457909343201,0.2294172062904718
lateralorbitofrontal-lh,0.0027155465037338763,0.0,0.0006788866259334691,0.4813306177868296,0.002036659877800407,0.26272912423625255,0.18058384249830278,0.06992532247114731
medialorbitofrontal-lh,0.2329896907216495,0.02542955326460481,0.09896907216494845,0.0006872852233676976,0.3443298969072165,0.044673539518900345,0.20481099656357388,0.048109965635738834
rostralanteriorcingulate-lh,0.05202312138728324,0.0,0.0,0.23699421965317918,0.05138086062941554,0.38792549775208734,0.23249839434810532,0.03917790622992935
rostralmiddlefrontal-lh,0.15195369030390737,0.0,0.03473227206946455,0.120598166907863,0.15147129763627593,0.1678726483357453,0.35504100337674865,0.018330921369995177
temporalpole-rh,0.02037201062887511,0.0,0.20903454384410983,0.09034543844109831,0.0566873339238264,0.050487156775907885,0.0283436669619132,0.5447298494242693
