,caudalanteriorcingulate-lh,frontalpole-rh,isthmuscingulate-rh,paracentral-lh,paracentral-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.140625,0.1171875,0.125,0.1328125,0.125,0.1328125,0.1015625,0.125
frontalpole-rh,0.12149532710280374,0.14953271028037382,0.102803738317757,0.11214953271028037,0.102803738317757,0.11214953271028037,0.14953271028037382,0.14953271028037382
isthmuscingulate-rh,0.14285714285714285,0.10317460317460317,0.1349206349206349,0.14285714285714285,0.1349206349206349,0.14285714285714285,0.0873015873015873,0.1111111111111111
paracentral-lh,0.144,0.112,0.128,0.136,0.128,0.136,0.096,0.12
paracentral-rh,0.14285714285714285,0.10317460317460317,0.1349206349206349,0.14285714285714285,0.1349206349206349,0.14285714285714285,0.0873015873015873,0.1111111111111111
posteriorcingulate-rh,0.144,0.112,0.128,0.136,0.128,0.136,0.096,0.12
rostralanteriorcingulate-lh,0.11827956989247312,0.15053763440860216,0.0967741935483871,0.10752688172043011,0.0967741935483871,0.10752688172043011,0.17204301075268819,0.15053763440860216
rostralanteriorcingulate-rh,0.12280701754385964,0.14912280701754385,0.10526315789473684,0.11403508771929824,0.10526315789473684,0.11403508771929824,0.14035087719298245,0.14912280701754385
