,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,-0.00032549764843264536,0.0016308568852371561,0.0010592394065592724,-0.00021034198974742221,-0.00023487029086883063,0.002235875450207682,-0.0001287393778229562,0.0003362913064046992,0.000337830205122229,-0.0002887148437687066,-0.00023340737238535664,-0.0003919959000816958,-9.626934837537321e-05,-0.000432179717153279,-0.00040255954443857433,-0.00037757536191281374,-8.353966939213947e-05,0.0,-0.0038061584691393884,-0.0032902271671038028,-0.0036519972849661667,0.00024402977585294416,0.00010404189511007897,0.0004075582146744576,-4.459083010184897e-05,-0.0005144094649865635,0.00046586750325880444,-0.00011192486432554799,0.0004205158343598657,0.00022630349954682813,-9.90432248741957e-05,0.0003743090888499341,-0.0003379993867137013,0.0008209103806285888,3.0788338915566094e-06,0.0001489376826046586,0.0009389918762807564,-0.00024228015755659374,4.4573608978491774e-05,-0.00026718835984829853,0.0012583156722634284,0.0018580144249384836,0.0003199326743116432,0.0002395650401684768,-0.0001442429333050159,0.00017886177625560037,0.000630915546761493,-3.440708691526337e-05,-1.721267224755879e-05,0.0030689802199019064,9.633623968323402e-06,0.0002636181658491783,-0.003541818929567476,-0.00027613712525359144,0.00022938129698188772,-0.0003121601275769409,0.0013232557311585978,0.00018672752434771567,0.000985939130094933,-0.00014562987155442714,-2.8080237540674402e-05,-0.00028115301661282496
Fz,0.0005667810899945384,-0.0006434486879261826,-0.0004710623544204977,0.00033296712486385535,0.0005947851446283306,-0.0002027368481629689,0.00012437699086455256,0.0013576546716453815,-0.0001522993350605885,0.000729416342921025,0.0007990437204058523,0.0004640322831340679,0.0002620905602752216,0.000528713658005598,0.000458461686968864,0.0007727319251388289,0.00016476127577216837,0.0,-0.0037601535751090862,-0.004002228181061912,-0.004570337647469002,0.001429760125017051,2.6110816033646234e-05,-0.0001925325461604177,0.00016739042546679364,0.0004887927436817152,-0.00010402760106910033,0.00015702490049607568,-0.00017195257002676836,0.001230457701013217,0.00016151768168602698,-0.00032373862907802975,0.0005257722115350229,0.0018953733499753132,7.346595801805203e-05,0.0012095654281036143,-0.00033629023148040726,0.0002537397406076128,4.855442366262161e-05,0.0007147091105681389,-0.0005858790947788454,-0.0005640600807017733,-0.00013218272951067214,-8.32864019672773e-05,0.000267197785856689,-6.79647252228785e-05,0.0018995538343893111,0.0001407764825842074,-0.00018725394845039642,0.000677892029281011,7.39293286017885e-05,0.0015619030982625196,-0.004423366815544028,0.00038356586093440254,-0.00011067601220954987,0.00038526826946155834,-0.0007020859468883887,-3.005851620210484e-05,-0.0006937148289000092,0.00021428219686746644,0.0009935512156041722,0.0003753661150745803
F3,0.0004512924534188778,-1.6323969182222703e-05,-0.0004825365803465785,0.0002311331101470561,0.0005145131774180779,0.0005836890599957012,3.086063340569656e-05,0.001293559904881985,-0.0002731250713861426,0.0007062797628749236,0.0007486379591859077,0.00039163185382749474,8.836492002600727e-05,0.00046534352197068543,0.00043246687810196555,0.0005988014197610587,9.399572734910058e-05,0.0,-0.00372971645089097,-0.00365292210073904,-0.004274228415275912,0.0012487885054325298,-0.00013027125120929767,-0.0003176395806682025,6.247099540529835e-05,0.0003722068681199925,-0.00027760895743988295,9.78464724682819e-05,-0.0002876380207609136,0.001152314886797453,2.29022529999387e-05,-0.0004711218745566646,0.0004746538143013575,0.001796294914378672,1.8347346561579936e-06,0.0011486354017898673,-0.0005026803370444359,0.0001898362050496219,-1.8942162976258448e-05,0.0006527118514295868,-0.00040772989044586885,0.00019719517506478976,-0.00021544952465423275,-0.00015625080588581308,0.00017380008363833757,-0.00012713927708047842,0.0016798825297013025,5.942465133227173e-05,-0.00019599080840276145,0.0014335334263139172,-5.062354536046476e-06,0.001354829306565681,-0.004107790074593165,0.0003265117070246175,-0.0002246741869291087,0.0003241841339419495,-0.0002947920001205133,-0.00015785960797811902,-0.00045517138320117986,0.00012830991319853075,0.0009243684232314725,0.00032955805109764064
F7,-0.00018728084353600988,0.001493107252883756,0.0009545024407965168,-0.00030854201503727197,-0.00013577974606760954,0.002084358434611966,-0.0002550826482932804,0.0005771479509987867,0.00022371342043176617,-5.806814502336624e-05,3.4359703487387566e-05,-0.00029736234342666104,-0.00016413234702463211,-0.0002486502029076937,-0.0003049815953685038,-0.000156679232617557,-0.00020891025842159627,0.0,-0.0037596239570429745,-0.00313072185649736,-0.0036157127016346454,0.0005256883879140757,-1.189575515168212e-05,0.00028901700892544624,-0.00015651309508278588,-0.00037319874396270214,0.00034780508326615403,-0.00022169208042539107,0.000310771026962111,0.0004953775176814688,-0.0002705288240954333,0.00024149167496273494,-0.00024090634781477258,0.0010507399152781954,-0.00010005709947089741,0.0004069254326764041,0.000823936798192846,-0.00033312652440706594,-4.765993613208702e-05,-1.7995925467730045e-05,0.0011092372489330538,0.001722408586232696,0.0002185093159861283,0.00012387399189763004,-0.0002665115262060515,6.369143908220229e-05,0.0009119735393609829,-0.00015003911531350292,-6.822714761249571e-05,0.002844283825137125,-9.247938191274396e-05,0.0005498575534469419,-0.0034659981698381467,-0.00031895022392855465,0.00012510233283757888,-0.00035102938208911305,0.0012000214126669344,8.671533244250865e-05,0.0008678009531485724,-0.0002754006534715324,0.00024055407470863904,-0.000329233829668759
FT9,-0.00032450592386043184,0.0016198381517698816,0.001092058011833267,-0.0002849973109674449,-0.000371460169845704,0.0022117344122166618,-0.00018010642935048504,0.00031053629883899883,0.00034813585032005337,-0.0003012046547863738,-0.00024100724990559763,-0.0004611383286790213,-6.444418278941932e-05,-0.00039811742200968406,-0.0003904206738857656,-0.00034636027125648297,-9.145314279056585e-05,0.0,-0.003812364317184025,-0.0031985940311587578,-0.0035713735120498323,0.0002825024665644542,0.00011494238611532356,0.0003907493312713395,-1.9218224751874763e-05,-0.0005007172831394402,0.00048099022264412247,-9.537185841995699e-05,0.0004242191424207037,0.0002033846479729401,-0.00020580915080849888,0.000315088088575291,-0.0004008002406633779,0.0007708140839374072,2.5726367015935225e-05,0.00014675425088439206,0.0009528834714958474,-0.00022293093500406688,7.487104068287093e-05,-0.00028376141399174756,0.0012367388726129448,0.001850278455753484,0.00035081866897375066,0.00025528248186100846,-0.00016107558374299155,0.00019473336914306236,0.0006671190089668211,-2.8291552986357826e-05,5.432293182994555e-05,0.002980405498446392,3.7482513904112114e-05,0.00035494840930544447,-0.0034497027149832577,-0.0002861628663757103,0.00025281068790961383,-0.0003504900115881768,0.001332275059725687,0.00021796429664968156,0.0010303735949451671,-0.0001920736009409646,-5.296940217097701e-05,-0.0002938596144996253
FC5,0.0006802407168908335,-0.0007541415100030431,-0.00044487893685483254,0.00039987590625897504,0.0006648059152604691,-0.0008798183800066903,0.00020868611040743973,0.0014747474736248184,-0.00010840717166414604,0.0008442779747539902,0.0008792612216657475,0.0005643097425008271,0.00021797877358829473,0.000593094196908981,0.0005351853637680787,0.0007671039666021853,0.0002106012970977053,0.0,-0.0038905220786215624,-0.004329553063126282,-0.004840294367673828,0.0014395942645507656,-9.939493702971341e-06,-0.00013922012087077065,0.00015043735294194283,0.00048239889610290215,-0.0001431638023595104,0.00020671426966306639,-0.00010626536875748063,0.0013336358019908033,0.0002646231028039722,-0.00022687652733950972,0.0006009815598864571,0.002031646721507987,0.00011968105778941557,0.001314483935088099,-0.0003538453894383446,0.0002973512387008624,9.055667905667059e-05,0.0007904261312100223,-0.0005336573732564603,-0.00078118073988322,-5.607393643175876e-05,-2.1260651682300513e-05,0.0003131259646558214,-1.369440352262663e-07,0.0019245551778660497,0.00018547725390779743,-0.00017347791622833106,7.60753435055609e-05,0.00012362473927815532,0.0015558085092112657,-0.00471838016584753,0.0004443784325679871,-5.021506825275343e-05,0.00044629361925825617,-0.0006303798266896581,-5.635720670225247e-05,-0.0007983718171906441,0.0002838882778148713,0.001086169089418141,0.0004443217785138863
FC1,7.61855114090465e-06,0.0013347983413376785,0.0007833311220923483,-0.00017023525995591912,3.84108761538951e-05,0.0019209407684042546,-0.00029935711790326364,0.0007744628345690042,3.9648766787258455e-05,0.00018808351223099234,0.00023042295912385422,-8.586094580489631e-05,-0.00024838627875849173,-4.870995671692191e-05,-6.909152393850398e-05,3.6902248067467724e-05,-0.0002521337928402152,0.0,-0.003687542799069595,-0.003168009570933208,-0.0037265069958787,0.0006897162564200136,-0.00016263870524757182,0.0001075243965249599,-0.0002176954802904016,-0.00016799637396062647,0.00016890599346114019,-0.0002610697647268262,0.00014983000123618834,0.0006554471547783637,-0.00031887305848945016,2.140455901607219e-05,-5.7645928603532876e-05,0.0012326536099583306,-0.00018817488809240793,0.0006042394203621577,0.000641221198541965,-0.0002561182021933728,-0.00017033678650081943,0.0001536451996811787,0.0009432114628710499,0.0015396969633657692,4.3463965232248825e-05,-2.169898796728839e-05,-0.00022268088500548844,-0.0001036990473964848,0.0010721979520918606,-0.00022525819281711545,-0.0002331593271601637,0.0026741788588803325,-0.00023295627407036307,0.0007383128408429591,-0.003539905995897993,-0.0001638089115176683,-3.327995202879325e-05,-0.00014975216618943674,0.001048136555151822,-9.094787706488347e-05,0.000710861923732091,-0.00023044665062200292,0.0004237406170904401,-0.0001690312115041892
C3,-0.0003288948900009338,0.0018517922113668681,0.0013225334418735454,-0.00017802468652242456,-0.0003142827211102574,0.002480015888555568,2.3269507449984184e-05,-0.0005502871473787238,0.0005229617818189002,-0.000532250989246235,-0.0004529227662928813,-0.00036096261704043897,9.06876774293651e-05,-0.00030835749995334477,-0.00025162857232046906,-0.0004681751458273757,9.693300390818324e-05,0.0,-0.004126060636556517,-0.0034258621976037316,-0.0037601627234993404,-0.0005842755063496692,0.0003124596507892152,0.0005832339200138939,0.00017710232150695143,-0.00039779436526954023,0.0006871637329004601,7.555451921517978e-05,0.0006123390364749445,-0.0005651598109311581,-5.6378820825275094e-05,0.0004664337381876278,-0.0002783516781867251,-0.0001441555488717848,0.00019848080619995837,-0.0005559518738738854,0.001162775406659669,-5.1815683637285864e-05,0.00026467816555186124,-0.0004042405757499583,0.0014557692552227691,0.0020890770589229654,0.0005327503188598398,0.00044014995896358294,5.173738657344301e-06,0.0003852224419418418,-0.00026668006785335666,0.00015868644739240254,0.00028193283969908667,0.003400785126450567,0.0002026046167457364,-0.0005784098958529112,-0.0036638623730816575,-0.0001379102223929632,0.0004306219165844012,-0.00017384126531649544,0.0015792761421912077,0.0004095635372133033,0.0013116057568864324,-5.065448366996239e-05,-0.0005185395256611242,-0.0001257396747572359
T7,0.0002719839608106185,0.0008381313645368683,0.0003067234277482553,9.23208988611035e-05,0.0003549534425106582,0.0014296443421140427,-0.0001879966975928335,0.001069432607074157,-0.00034560307953017746,0.00044977652849180136,0.0005457830415736484,0.00018992151199649296,-7.05641431699433e-05,0.0002687743389584753,0.00020010316598250213,0.00036923032948966636,-9.065105692716846e-05,0.0,-0.003625456729498356,-0.0033515719617550916,-0.0039618834057344714,0.0010121829436813903,-0.000306491985384752,-0.00036194900475074523,-0.00014075156595790353,0.00013034783789244234,-0.0002571992372533173,-9.449131745044304e-05,-0.00031417250643129765,0.0009449501702758489,-0.00014102796017268632,-0.00035115813383866656,0.0002864593917628576,0.001556649333596869,-0.0001453003153938648,0.0009430796760075202,0.00016303968833357788,4.271301040588427e-06,-0.00019522370219642385,0.0004575563215249677,0.0004449513848410573,0.001061652814040994,-0.0002571992372533173,-0.0003429248243625449,-6.441719629931425e-06,-0.0003195290167665593,0.0014099116728131592,-0.00012422851850916322,-0.0002930228593050442,0.002162855619373606,-0.00019272256925696382,0.0010770138561340924,-0.003786903371958973,0.0001362571366572765,-0.0003544456059323686,0.00011839496162472166,0.000556573912485727,-0.00034908909559710696,0.0002718632670789464,-2.1625639494857185e-05,0.0007258996199661222,0.0001389353918249056
TP9,-0.00041509912612628166,0.00171780936455522,0.0011949101929557941,-0.00028521129219364824,-0.0003505580186349798,0.002325650370772165,-7.344310034995e-05,2.2303312043187723e-05,0.0003925059754899089,-0.0004553813205911139,-0.0004912504303432388,-0.00042550089442689246,-4.076973712928769e-05,-0.00038709847751211904,-0.0003133551203890264,-0.0004631066021478572,-8.633453208638231e-06,0.0,-0.0039030526168287866,-0.0032302047018702247,-0.00358138559894744,-2.7297582366008627e-05,0.00019980472227859591,0.0004587836809500541,6.551271338946577e-05,-0.0003846994401744755,0.0005640008826249855,-2.9436989809859815e-05,0.0004950556001771904,-0.0001206538671777134,-0.00015065074365451167,0.00030943500866623813,-0.0003573612309291166,0.0004970518280398226,7.858205867773346e-05,-0.00018573205396903505,0.001054486320897545,-0.00014532449943541192,0.00015792910942613939,-0.00044190916582783485,0.0013232046085008067,0.0019526458605127837,0.00042877789471704175,0.0003438271503433156,-0.00010984928940209124,0.0002943516160029101,0.0003378384667554121,5.124384943237456e-05,0.00014099266848139821,0.0031872510085160215,0.00010085365359778498,3.164874125619055e-05,-0.0034787284337037955,-0.00023120622282795864,0.0003182255390668,-0.00027014571904274837,0.0014609609035714025,0.00031008853827883126,0.0012306628523953388,-0.00014758926694805746,-0.0003170879462205019,-0.00022467155018382479
CP5,-0.0003996719700975447,0.0017110964508500765,0.0011892757070939147,-0.0002405341694347897,-0.00033966452122683594,0.0023086953211172833,-8.018385042341328e-05,6.569624093442569e-05,0.00042045120257327984,-0.0005444248283755296,-0.00046344754828668566,-0.0004323832010924601,-6.399041526956167e-06,-0.00037839834769989866,-0.0003408343969410789,-0.00046323168874535386,-7.742134148142066e-06,0.0,-0.0038940675126545275,-0.0032641838377362392,-0.0036001434417867267,-1.4761388433578992e-05,0.00021231184255443222,0.00047127286263701565,7.795729143204519e-05,-0.00046457478136653976,0.000580281870863817,-2.4682687502719514e-05,0.0004959255379048157,-9.933358093390868e-05,-0.00015210591597784873,0.00037001861895781876,-0.0003552619819602275,0.0005081439457680532,0.0001026099666998452,-0.00015786736291087053,0.0010373303776235465,-0.00013672431478578898,0.00016651611916154718,-0.0004320794099129527,0.0013164377870239184,0.001939339557552329,0.0004296796340146347,0.00032535012864479476,-9.344155972832932e-05,0.00028743974407207523,0.0003378270386837391,5.2134740450002215e-05,0.00014706259747154435,0.0031288931935792297,0.00010178652479949854,4.3295385456922075e-05,-0.0035102388750666252,-0.00022779611085071982,0.0003230103772163123,-0.0002653600616095396,0.001436191536220207,0.0002993543607558054,0.0011715969971077544,-0.0001504590321771554,-0.00030478675571038796,-0.0002121986501173248
CP1,-0.00029646257935590087,0.001627520406007589,0.001069734610904937,-0.0003028871192231053,-0.0003208801243439925,0.002220008583893948,-0.00016151259290516154,0.0003602898283108953,0.0003268744625847704,-0.00023734227496193666,-0.0001640821075543121,-0.00042369724266017733,-0.0001126744899516384,-0.0003452999290650925,-0.000378715671413378,-0.0002450527020202188,-9.082419987968549e-05,0.0,-0.0037630966628715763,-0.003268259457207044,-0.0036127326015032886,0.0003410105593767629,0.00010324420785417371,0.00037442743159155426,-3.941507578834186e-05,-0.0004841072004668906,0.00046696385495597487,-0.00011138784951622571,0.000394991081228091,0.0002214859465086011,-0.0002347720070684546,0.00025104176755065544,-0.0003260206601309601,0.0008165451455327752,-8.569601333538457e-06,0.0002022081840631386,0.0009193626404711275,-0.0002321994794419642,5.054994981609079e-05,-0.00023734001522893525,0.0012303865230461723,0.0018215903202301199,0.000332014998371738,0.00022662685891773615,-0.00015637092725169152,0.00016108013154573012,0.0007137235077505806,-3.8129941841602566e-05,-4.584338187722456e-05,0.0029075522324234215,8.137893218438524e-06,0.000425834295949893,-0.0034983368491348994,-0.00029774583019180276,0.00023562317316709255,-0.00035301110936770616,0.0013319188840377819,0.0001816434045600994,0.0010067506189830634,-0.00023220023268630263,-1.114024584918799e-05,-0.000299031340760713
Pz,-6.775151225383094e-05,0.0013773682744415289,0.0007517722200800769,-0.00021683241497484976,2.2062390429518353e-05,0.0018669222119839166,-0.00037605550118426784,0.0007401416179914043,1.8279130318113457e-05,0.00012235278821372264,0.0001980674052587915,-0.00014610865488699082,-0.0001489250225135512,-8.193103267909937e-05,-0.00013203611417770753,0.0001774487266695407,-0.00030287643001129447,0.0,-0.00370753125149503,-0.003138167795071752,-0.0036521143738912545,0.0008749226481066692,-4.605896146375396e-05,4.9120227182758436e-05,-0.00018988155793759828,-7.423078781131423e-05,0.0002583949050327869,-0.00030416426164409094,8.122241075119926e-05,0.0006245175927941174,-0.0003426253685895296,2.0961773299695008e-05,-5.8843670540237314e-05,0.001203885433019851,-0.00019885626197368306,0.0005769881745611022,0.0007144384751934553,-0.0002887637719085172,-0.00018085336404351574,0.00011969689016113824,0.0009008397503365954,0.001507145075135087,6.065722201993931e-05,-6.137921641233626e-05,-0.00031316571060917633,-0.00011018309381364763,0.001271939922590632,-0.0002720487056111498,-0.00019752831294738912,0.002598370462019257,-0.0002437832720121047,0.0008891021685319342,-0.0034829363186964168,-0.00018215456814081252,-5.751572151394338e-05,-0.00019755505787638628,0.001013888112268286,-2.0329073736807812e-05,0.000849553816921176,-0.00030031413921019837,0.0004151225627636035,-0.0002116810884436604
P3,-0.00041232133637879656,0.0016012278513552903,0.0010881603702070398,-0.0003146041258686623,-0.0002979332847824617,0.002183616391036201,-0.00016516383841629415,0.00036148323463168486,0.00032428809185899507,-0.00024888913430069423,-0.00017822861253780423,-0.0003995039558928916,-8.79296973200494e-05,-0.00039330142701294105,-0.00038814973545501716,-0.0003530562673263807,-8.671393090761703e-05,0.0,-0.0037895044222318788,-0.003202460149522843,-0.0035711341972072676,0.0002806842588433528,0.00011817919726947457,0.0003745480087531984,-2.099893933964897e-05,-0.00046128302231536814,0.00047113191739610316,-0.00011117415773960124,0.00040286169618547474,0.00023780140496893268,-0.00022418151383310492,0.00024361281288846556,-0.00033018289736023304,0.0008406730140637295,6.016517134995597e-06,0.00018498625843207245,0.0009413577769425349,-0.00021169399152800444,7.047451001793506e-05,-0.00026191267614960115,0.0012184982837483496,0.0018264803521284706,0.00032562755508922653,0.00023792510178673523,-0.00017039799451941742,0.00018510995524987153,0.0006455272189516657,-3.260055341312504e-05,-7.934165218138889e-06,0.002967129405356284,1.2548904195750638e-05,0.0003027129528504792,-0.003474406561239551,-0.00029026759585448064,0.00023155764381638244,-0.0003314398960452651,0.0013395836514958417,0.0002160201045974114,0.0010567354030812867,-0.00021931844818338583,2.0090896305932637e-05,-0.00027996421273863287
