,P7,AF7,AF3,TP7,P5,PO7,PO3,POz
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.39705882352941174,0.4117647058823529,0.19117647058823528,0.0,0.0,0.0,0.0
AF3,0.0,0.38571428571428573,0.42857142857142855,0.18571428571428572,0.0,0.0,0.0,0.0
TP7,0.0,0.34146341463414637,0.34146341463414637,0.3170731707317073,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
