,C4,Fp2,AF7,AFz,F5,F6,AF8,AF4
C4,0.6421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.35789473684210527
Fp2,0.0,0.2903225806451613,0.0,0.10483870967741936,0.2661290322580645,0.04032258064516129,0.29838709677419356,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.26,0.0,0.24,0.24,0.0,0.26,0.0
F5,0.0,0.23972602739726026,0.0,0.08904109589041095,0.3082191780821918,0.0684931506849315,0.2945205479452055,0.0
F6,0.0,0.1891891891891892,0.0,0.0,0.32432432432432434,0.2972972972972973,0.1891891891891892,0.0
AF8,0.0,0.22641509433962265,0.0,0.08176100628930817,0.25157232704402516,0.031446540880503145,0.4088050314465409,0.0
AF4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
